date,product_id,merchant,transaction_num,unique_device
2017-04-13,0107b85b52b44f8ead626b,IBM Canada,6,1
2017-04-13,18f60d1e8d5840e7be3b6b,IBM Canada,3,2
2017-04-13,4c8f6393d2c34b8b909476,Raise discount gift cards,41,25
2017-04-13,88399fbce50544e79ded9d,smps_inapp100,1,1
2017-04-13,Dqz68EBXSx6Mv9jsaZxzaA,Samsung Electronics,207,128
2017-04-13,de3a6ce3f758481bac1309,SEA Ecomm Division,12,7
