Date,Issuer,Count
2017-04-12,Chase,584
2017-04-12,listing below.  There is no,148
2017-04-12,Wells Fargo Bank,291
2017-04-12,U.S. Bank,84
2017-04-12,American Express,182
2017-04-12,Bank of America,547
2017-04-12,Citibank,122
2017-04-12,Capital One,154
2017-04-12,TD Bank,45
2017-04-12,"PNC Bank, N.A.",19
2017-04-12,Elan Financial Services Fidelity,15
2017-04-12,"Chase Bank USA, N.A.",15
2017-04-12,BB&T Bank,17
2017-04-12,Regions Bank,30
2017-04-12,Fifth Third Bank,12
2017-04-12,TFC Bank,11
2017-04-12,SunTrust,18
2017-04-12,USAA Federal Savings Bank,60
2017-04-13,Capital One,197
2017-04-13,U.S. Bank,106
2017-04-13,Navy Federal Credit Union,82
2017-04-13,Citibank,182
2017-04-13,Chase,718
2017-04-13,Wells Fargo Bank,581
2017-04-13,Bank of America,672
2017-04-13,listing below.  There is no,164
2017-04-13,PNC BANK,78
2017-04-13,American Express,203
2017-04-13,BBVA Compass,15
2017-04-13,BB&T Bank,17
2017-04-13,State Employees Credit Union,16
2017-04-13,TFC Bank,15
2017-04-13,USAA Federal Savings Bank,59
2017-04-13,SunTrust,42
2017-04-13,Regions Bank,51
2017-04-13,"PNC Bank, N.A.",21
2017-04-13,TD Bank,48
2017-04-13,Fifth Third Bank,44
2017-04-14,listing below.  There is no,195
2017-04-14,Wells Fargo Bank,516
2017-04-14,American Express,228
2017-04-14,PNC BANK,106
2017-04-14,Navy Federal Credit Union,115
2017-04-14,Chase,933
2017-04-14,Citibank,217
2017-04-14,Bank of America,808
2017-04-14,Capital One,245
2017-04-14,U.S. Bank,132
2017-04-14,KeyBank,16
2017-04-14,BBVA Compass,17
2017-04-14,Elan Financial Services Fidelity,21
2017-04-14,BB&T Bank,24
2017-04-14,SunTrust,36
2017-04-14,Fifth Third Bank,27
2017-04-14,Regions Bank,49
2017-04-14,TD Bank,49
2017-04-14,USAA Federal Savings Bank,83
2017-04-14,"PNC Bank, N.A.",27
2017-04-15,U.S. Bank,114
2017-04-15,American Express,204
2017-04-15,Chase,831
2017-04-15,Citibank,154
2017-04-15,Wells Fargo Bank,379
2017-04-15,Navy Federal Credit Union,102
2017-04-15,Capital One,227
2017-04-15,Bank of America,705
2017-04-15,listing below.  There is no,190
2017-04-15,PNC BANK,79
2017-04-15,SunTrust,26
2017-04-15,State Employees Credit Union,18
2017-04-15,Regions Bank,37
2017-04-15,USAA Federal Savings Bank,62
2017-04-15,Fifth Third Bank,25
2017-04-15,BB&T Bank,21
2017-04-15,TD Bank,48
2017-04-15,"PNC Bank, N.A.",22
2017-04-15,"Chase Bank USA, N.A.",12
2017-04-15,KeyBank,14
2017-04-16,Capital One,139
2017-04-16,listing below.  There is no,160
2017-04-16,Chase,730
2017-04-16,Citibank,171
2017-04-16,American Express,195
2017-04-16,Bank of America,585
2017-04-16,PNC BANK,81
2017-04-16,U.S. Bank,106
2017-04-16,Wells Fargo Bank,449
2017-04-16,Navy Federal Credit Union,75
2017-04-16,"Chase Bank USA, N.A.",20
2017-04-16,USAA Federal Savings Bank,42
2017-04-16,BBVA Compass,11
2017-04-16,State Employees Credit Union,14
2017-04-16,"PNC Bank, N.A.",14
2017-04-16,BB&T Bank,16
2017-04-16,Fifth Third Bank,20
2017-04-16,SunTrust,28
2017-04-16,Regions Bank,35
2017-04-16,TD Bank,46
2017-04-17,Navy Federal Credit Union,101
2017-04-17,PNC BANK,75
2017-04-17,Wells Fargo Bank,512
2017-04-17,American Express,199
2017-04-17,Chase,744
2017-04-17,Bank of America,690
2017-04-17,listing below.  There is no,155
2017-04-17,U.S. Bank,89
2017-04-17,Citibank,165
2017-04-17,Capital One,164
2017-04-17,Elan Financial Services Fidelity,19
2017-04-17,SunTrust,26
2017-04-17,USAA Federal Savings Bank,68
2017-04-17,BB&T Bank,31
2017-04-17,TD Bank,36
2017-04-17,"PNC Bank, N.A.",16
2017-04-17,BBVA Compass,11
2017-04-17,State Employees Credit Union,12
2017-04-17,Regions Bank,52
2017-04-17,Fifth Third Bank,27
2017-04-18,listing below.  There is no,230
2017-04-18,Capital One,240
2017-04-18,Navy Federal Credit Union,131
2017-04-18,PNC BANK,99
2017-04-18,Bank of America,970
2017-04-18,Chase,1173
2017-04-18,Wells Fargo Bank,620
2017-04-18,U.S. Bank,185
2017-04-18,Citibank,261
2017-04-18,American Express,328
2017-04-18,BBVA Compass,23
2017-04-18,SunTrust,45
2017-04-18,TFC Bank,23
2017-04-18,Fifth Third Bank,25
2017-04-18,"PNC Bank, N.A.",21
2017-04-18,BB&T Bank,29
2017-04-18,State Employees Credit Union,29
2017-04-18,TD Bank,46
2017-04-18,USAA Federal Savings Bank,87
2017-04-18,Regions Bank,60
2017-04-19,PNC BANK,245
2017-04-19,Chase,2307
2017-04-19,Wells Fargo Bank,1031
2017-04-19,Navy Federal Credit Union,256
2017-04-19,American Express,686
2017-04-19,listing below.  There is no,407
2017-04-19,U.S. Bank,328
2017-04-19,Citibank,509
2017-04-19,Capital One,389
2017-04-19,Bank of America,1779
2017-04-19,SunTrust,79
2017-04-19,USAA Federal Savings Bank,147
2017-04-19,BB&T Bank,43
2017-04-19,TD Bank,111
2017-04-19,Fifth Third Bank,49
2017-04-19,State Employees Credit Union,34
2017-04-19,Regions Bank,110
2017-04-19,"PNC Bank, N.A.",32
2017-04-19,Elan Financial Services Fidelity,46
2017-04-19,TFC Bank,33
2017-04-20,Chase,1497
2017-04-20,U.S. Bank,185
2017-04-20,Capital One,333
2017-04-20,Bank of America,1180
2017-04-20,listing below.  There is no,274
2017-04-20,PNC BANK,158
2017-04-20,Wells Fargo Bank,704
2017-04-20,Citibank,346
2017-04-20,American Express,425
2017-04-20,Navy Federal Credit Union,164
2017-04-20,Regions Bank,64
2017-04-20,BBVA Compass,26
2017-04-20,"Chase Bank USA, N.A.",24
2017-04-20,TFC Bank,28
2017-04-20,TD Bank,73
2017-04-20,Fifth Third Bank,32
2017-04-20,"PNC Bank, N.A.",27
2017-04-20,BB&T Bank,31
2017-04-20,SunTrust,43
2017-04-20,USAA Federal Savings Bank,121
2017-04-21,Citibank,312
2017-04-21,Chase,1233
2017-04-21,listing below.  There is no,262
2017-04-21,Bank of America,1046
2017-04-21,U.S. Bank,198
2017-04-21,Wells Fargo Bank,675
2017-04-21,American Express,382
2017-04-21,Navy Federal Credit Union,139
2017-04-21,BBVA Compass,19
2017-04-21,"PNC Bank, N.A.",33
2017-04-21,"Chase Bank USA, N.A.",21
2017-04-21,State Employees Credit Union,25
2017-04-21,TD Bank,73
2017-04-21,BB&T Bank,31
2017-04-21,USAA Federal Savings Bank,125
2017-04-21,Fifth Third Bank,41
2017-04-21,Regions Bank,50
2017-04-21,Capital One,352
2017-04-21,SunTrust,43
2017-04-21,PNC BANK,110
2017-04-22,USAA Federal Savings Bank,102
2017-04-22,"PNC Bank, N.A.",24
2017-04-22,BBVA Compass,22
2017-04-22,Regions Bank,49
2017-04-22,Fifth Third Bank,26
2017-04-22,SunTrust,46
2017-04-22,Elan Financial Services Fidelity,16
2017-04-22,"Chase Bank USA, N.A.",20
2017-04-22,BB&T Bank,32
2017-04-22,Chase,1018
2017-04-22,TD Bank,64
2017-04-22,Navy Federal Credit Union,119
2017-04-22,U.S. Bank,141
2017-04-22,listing below.  There is no,248
2017-04-22,PNC BANK,90
2017-04-22,Capital One,285
2017-04-22,Wells Fargo Bank,496
2017-04-22,Citibank,279
2017-04-22,Bank of America,841
2017-04-22,American Express,341
2017-04-23,Wells Fargo Bank,410
2017-04-23,U.S. Bank,116
2017-04-23,Capital One,244
2017-04-23,listing below.  There is no,192
2017-04-23,KeyBank,16
2017-04-23,Chase,860
2017-04-23,Citibank,198
2017-04-23,"PNC Bank, N.A.",25
2017-04-23,Bank of America,705
2017-04-23,Elan Financial Services Fidelity,16
2017-04-23,Fifth Third Bank,15
2017-04-23,USAA Federal Savings Bank,71
2017-04-23,Navy Federal Credit Union,115
2017-04-23,State Employees Credit Union,23
2017-04-23,Regions Bank,36
2017-04-23,BB&T Bank,23
2017-04-23,SunTrust,35
2017-04-23,PNC BANK,77
2017-04-23,American Express,224
2017-04-23,TD Bank,42
2017-04-24,U.S. Bank,130
2017-04-24,"Chase Bank USA, N.A.",18
2017-04-24,Bank of America,798
2017-04-24,SunTrust,25
2017-04-24,Citibank,212
2017-04-24,Wells Fargo Bank,522
2017-04-24,Fifth Third Bank,16
2017-04-24,listing below.  There is no,184
2017-04-24,Navy Federal Credit Union,93
2017-04-24,American Express,251
2017-04-24,PNC BANK,64
2017-04-24,USAA Federal Savings Bank,73
2017-04-24,Chase,850
2017-04-24,TD Bank,51
2017-04-24,BB&T Bank,29
2017-04-24,Capital One,239
2017-04-24,Regions Bank,33
2017-04-24,State Employees Credit Union,20
2017-04-24,"PNC Bank, N.A.",28
2017-04-24,Elan Financial Services Fidelity,25
2017-04-25,American Express,243
2017-04-25,USAA Federal Savings Bank,88
2017-04-25,PNC BANK,62
2017-04-25,BB&T Bank,25
2017-04-25,SunTrust,31
2017-04-25,TD Bank,62
2017-04-25,Fifth Third Bank,24
2017-04-25,Regions Bank,35
2017-04-25,State Employees Credit Union,16
2017-04-25,Elan Financial Services Fidelity,17
2017-04-25,Chase,779
2017-04-25,KeyBank,15
2017-04-25,"PNC Bank, N.A.",25
2017-04-25,Bank of America,829
2017-04-25,Citibank,217
2017-04-25,Navy Federal Credit Union,102
2017-04-25,listing below.  There is no,178
2017-04-25,Wells Fargo Bank,558
2017-04-25,U.S. Bank,120
2017-04-25,Capital One,220
2017-04-26,Regions Bank,40
2017-04-26,Navy Federal Credit Union,88
2017-04-26,BB&T Bank,24
2017-04-26,PNC BANK,87
2017-04-26,"PNC Bank, N.A.",24
2017-04-26,TD Bank,45
2017-04-26,Elan Financial Services Fidelity,23
2017-04-26,Bank of America,825
2017-04-26,SunTrust,32
2017-04-26,Fifth Third Bank,24
2017-04-26,American Express,225
2017-04-26,Citibank,178
2017-04-26,listing below.  There is no,202
2017-04-26,USAA Federal Savings Bank,90
2017-04-26,Capital One,238
2017-04-26,U.S. Bank,140
2017-04-26,"Chase Bank USA, N.A.",21
2017-04-26,Wells Fargo Bank,619
2017-04-26,KeyBank,16
2017-04-26,Chase,803
2017-04-27,American Express,225
2017-04-27,Elan Financial Services Fidelity,17
2017-04-27,TD Bank,45
2017-04-27,"Chase Bank USA, N.A.",16
2017-04-27,SunTrust,37
2017-04-27,Navy Federal Credit Union,99
2017-04-27,USAA Federal Savings Bank,69
2017-04-27,BB&T Bank,31
2017-04-27,"PNC Bank, N.A.",32
2017-04-27,Fifth Third Bank,22
2017-04-27,Capital One,233
2017-04-27,Regions Bank,26
2017-04-27,State Employees Credit Union,15
2017-04-27,Bank of America,794
2017-04-27,Wells Fargo Bank,446
2017-04-27,Chase,727
2017-04-27,U.S. Bank,99
2017-04-27,PNC BANK,54
2017-04-27,listing below.  There is no,174
2017-04-27,Citibank,152
2017-04-28,TD Bank,43
2017-04-28,USAA Federal Savings Bank,76
2017-04-28,Fifth Third Bank,25
2017-04-28,Regions Bank,32
2017-04-28,U.S. Bank,130
2017-04-28,"PNC Bank, N.A.",27
2017-04-28,"Chase Bank USA, N.A.",18
2017-04-28,Elan Financial Services Fidelity,18
2017-04-28,SunTrust,21
2017-04-28,American Express,204
2017-04-28,Wells Fargo Bank,476
2017-04-28,PNC BANK,52
2017-04-28,Navy Federal Credit Union,106
2017-04-28,BBVA Compass,17
2017-04-28,Citibank,134
2017-04-28,BB&T Bank,18
2017-04-28,Chase,667
2017-04-28,Capital One,215
2017-04-28,Bank of America,763
2017-04-28,listing below.  There is no,166
2017-04-29,Capital One,248
2017-04-29,Wells Fargo Bank,371
2017-04-29,TFC Bank,15
2017-04-29,listing below.  There is no,184
2017-04-29,PNC BANK,67
2017-04-29,American Express,240
2017-04-29,Chase,782
2017-04-29,U.S. Bank,126
2017-04-29,BBVA Compass,14
2017-04-29,Citibank,211
2017-04-29,"Chase Bank USA, N.A.",16
2017-04-29,BB&T Bank,23
2017-04-29,Fifth Third Bank,33
2017-04-29,Navy Federal Credit Union,117
2017-04-29,SunTrust,23
2017-04-29,USAA Federal Savings Bank,87
2017-04-29,Bank of America,704
2017-04-29,"PNC Bank, N.A.",35
2017-04-29,Regions Bank,30
2017-04-29,TD Bank,36
2017-04-30,Regions Bank,32
2017-04-30,listing below.  There is no,176
2017-04-30,SunTrust,34
2017-04-30,American Express,196
2017-04-30,TFC Bank,16
2017-04-30,Citibank,157
2017-04-30,Wells Fargo Bank,434
2017-04-30,Elan Financial Services Fidelity,17
2017-04-30,TD Bank,34
2017-04-30,USAA Federal Savings Bank,80
2017-04-30,Fifth Third Bank,27
2017-04-30,BB&T Bank,22
2017-04-30,Capital One,180
2017-04-30,U.S. Bank,107
2017-04-30,PNC BANK,66
2017-04-30,Chase,690
2017-04-30,Bank of America,648
2017-04-30,"Chase Bank USA, N.A.",18
2017-04-30,"PNC Bank, N.A.",24
2017-04-30,Navy Federal Credit Union,73
2017-05-01,listing below.  There is no,178
2017-05-01,TD Bank,34
2017-05-01,Chase,673
2017-05-01,"PNC Bank, N.A.",19
2017-05-01,Bank of America,700
2017-05-01,State Employees Credit Union,16
2017-05-01,Citibank,160
2017-05-01,Wells Fargo Bank,482
2017-05-01,Navy Federal Credit Union,80
2017-05-01,American Express,202
2017-05-01,USAA Federal Savings Bank,74
2017-05-01,Regions Bank,39
2017-05-01,Fifth Third Bank,24
2017-05-01,SunTrust,26
2017-05-01,"Chase Bank USA, N.A.",21
2017-05-01,U.S. Bank,115
2017-05-01,BB&T Bank,25
2017-05-01,PNC BANK,63
2017-05-01,Capital One,190
2017-05-01,Elan Financial Services Fidelity,24
2017-05-02,Citibank,178
2017-05-02,State Employees Credit Union,16
2017-05-02,Regions Bank,41
2017-05-02,SunTrust,34
2017-05-02,Fifth Third Bank,22
2017-05-02,PNC BANK,68
2017-05-02,BB&T Bank,21
2017-05-02,USAA Federal Savings Bank,70
2017-05-02,"PNC Bank, N.A.",33
2017-05-02,TD Bank,46
2017-05-02,"Chase Bank USA, N.A.",16
2017-05-02,U.S. Bank,100
2017-05-02,American Express,175
2017-05-02,TFC Bank,16
2017-05-02,Wells Fargo Bank,409
2017-05-02,Capital One,195
2017-05-02,listing below.  There is no,176
2017-05-02,Chase,641
2017-05-02,Navy Federal Credit Union,82
2017-05-02,Bank of America,758
2017-05-03,Navy Federal Credit Union,91
2017-05-03,Chase,666
2017-05-03,listing below.  There is no,170
2017-05-03,American Express,205
2017-05-03,Wells Fargo Bank,438
2017-05-03,USAA Savings Bank,12
2017-05-03,State Employees Credit Union,12
2017-05-03,Citibank,162
2017-05-03,U.S. Bank,96
2017-05-03,Bank of America,862
2017-05-03,TD Bank,31
2017-05-03,Elan Financial Services Fidelity,15
2017-05-03,BB&T Bank,27
2017-05-03,USAA Federal Savings Bank,75
2017-05-03,SunTrust,21
2017-05-03,PNC BANK,60
2017-05-03,Fifth Third Bank,21
2017-05-03,Regions Bank,27
2017-05-03,"PNC Bank, N.A.",29
2017-05-03,Capital One,204
2017-05-04,BB&T Bank,27
2017-05-04,USAA Federal Savings Bank,80
2017-05-04,SunTrust,24
2017-05-04,Capital One,193
2017-05-04,"PNC Bank, N.A.",26
2017-05-04,Regions Bank,44
2017-05-04,Fifth Third Bank,28
2017-05-04,TD Bank,29
2017-05-04,"Chase Bank USA, N.A.",17
2017-05-04,PNC BANK,56
2017-05-04,Chase,672
2017-05-04,Wells Fargo Bank,410
2017-05-04,Bank of America,654
2017-05-04,listing below.  There is no,166
2017-05-04,American Express,211
2017-05-04,U.S. Bank,94
2017-05-04,USAA Savings Bank,14
2017-05-04,Elan Financial Services Fidelity,17
2017-05-04,Citibank,154
2017-05-04,Navy Federal Credit Union,83
2017-05-05,Chase,634
2017-05-05,Citibank,171
2017-05-05,State Employees Credit Union,14
2017-05-05,"Chase Bank USA, N.A.",14
2017-05-05,U.S. Bank,116
2017-05-05,American Express,202
2017-05-05,listing below.  There is no,172
2017-05-05,Bank of America,621
2017-05-05,Wells Fargo Bank,434
2017-05-05,Navy Federal Credit Union,77
2017-05-05,PNC BANK,65
2017-05-05,Elan Financial Services Fidelity,16
2017-05-05,"PNC Bank, N.A.",28
2017-05-05,SunTrust,34
2017-05-05,Regions Bank,34
2017-05-05,TD Bank,43
2017-05-05,BB&T Bank,23
2017-05-05,Capital One,195
2017-05-05,Fifth Third Bank,19
2017-05-05,USAA Federal Savings Bank,77
2017-05-06,PNC BANK,65
2017-05-06,State Employees Credit Union,20
2017-05-06,American Express,167
2017-05-06,Fifth Third Bank,25
2017-05-06,Regions Bank,45
2017-05-06,TD Bank,37
2017-05-06,SunTrust,43
2017-05-06,"PNC Bank, N.A.",28
2017-05-06,"Chase Bank USA, N.A.",20
2017-05-06,Navy Federal Credit Union,88
2017-05-06,USAA Federal Savings Bank,90
2017-05-06,U.S. Bank,100
2017-05-06,Chase,658
2017-05-06,listing below.  There is no,145
2017-05-06,BB&T Bank,19
2017-05-06,Elan Financial Services Fidelity,19
2017-05-06,Wells Fargo Bank,315
2017-05-06,Capital One,196
2017-05-06,Citibank,155
2017-05-06,Bank of America,600
2017-05-07,Citibank,142
2017-05-07,Capital One,185
2017-05-07,Wells Fargo Bank,391
2017-05-07,KeyBank,10
2017-05-07,"Chase Bank USA, N.A.",11
2017-05-07,USAA Federal Savings Bank,63
2017-05-07,listing below.  There is no,138
2017-05-07,Bank of America,632
2017-05-07,U.S. Bank,86
2017-05-07,Chase,587
2017-05-07,Navy Federal Credit Union,61
2017-05-07,"PNC Bank, N.A.",28
2017-05-07,PNC BANK,59
2017-05-07,SunTrust,17
2017-05-07,Fifth Third Bank,20
2017-05-07,Elan Financial Services Fidelity,12
2017-05-07,Regions Bank,31
2017-05-07,BB&T Bank,33
2017-05-07,TD Bank,38
2017-05-07,American Express,170
2017-05-08,TD Bank,37
2017-05-08,"PNC Bank, N.A.",36
2017-05-08,Regions Bank,29
2017-05-08,BB&T Bank,19
2017-05-08,SunTrust,26
2017-05-08,"Chase Bank USA, N.A.",19
2017-05-08,Navy Federal Credit Union,56
2017-05-08,Fifth Third Bank,27
2017-05-08,USAA Federal Savings Bank,66
2017-05-08,Capital One,186
2017-05-08,U.S. Bank,109
2017-05-08,listing below.  There is no,139
2017-05-08,Citibank,169
2017-05-08,American Express,192
2017-05-08,Wells Fargo Bank,434
2017-05-08,Chase,624
2017-05-08,Bank of America,683
2017-05-08,BBVA Compass,13
2017-05-08,PNC BANK,71
2017-05-08,USAA Savings Bank,13
